"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"January 1","Brain Dead","Horror","","$1,627,955",""
"","The Comfort of Strangers","","","$1,244,000",""
"","Convicts","","","$13,000",""
"","Daddy's Dyin'… Who's Got the Will?","","","$1,373,728",""
"","Def by Temptation","Horror","","$2,218,579",""
"","Don't Tell Her it's Me","","","$1,171,762",""
"","The End of Innocence","","","$115,000",""
"","Fools of Fortune","Drama","","$83,000",""
"","Frankenstein Unbound","","","$334,000",""
"","Life is Cheap… But Toilet Paper is Expensive","","","$108,392",""
"","Mister Frost","","","$32,000",""
"","Mister Johnson","","","$1,464,000",""
"","Prisoners of the Sun","","","$53,000",""
"","The Return of Superfly","","","$610,402",""
"","Shaking the Tree","","","$15,000",""
"","The Sheltering Sky","","","$2,075,084",""
"","The Spirit of '76","","","$52,000",""
"","Tune in Tomorrow","","","$1,794,000",""
"","Vincent & Theo","","","$2,231,274",""
"","White Hunter, Black Heart","Adventure","","$2,319,124",""
"","Why Me?","","","$84,000",""
"January 5","Henry: Portrait of a Serial Killer","","","$609,939",""
"January 12","Downtown","","","$2,205,486",""
"","Internal Affairs","Thriller/Suspense","","$27,661,878",""
"","Leatherface: Texas Chainsaw Massacre III","","","$5,697,588",""
"","Ski Patrol","","","$8,000,000",""
"January 19","Everybody Wins","","","$1,299,327",""
"","Streets","Action","","$808,730",""
"","Tremors","Action","$10,000,000","$16,667,084",""
"February 2","Flashback","Action","","$6,476,134",""
"","Heart Condition","Comedy","","$4,134,992",""
"","Men Don't Leave","Drama","","$6,050,018",""
"","Nuovo cinema Paradiso","Drama","","$11,985,152",""
"","Stella","Drama","","$20,062,347",""
"February 9","Hard To Kill","Action","","$47,381,386",""
"","The Haunting of Morella","Horror","","$599,951",""
"","Loose Cannons","Comedy","","$4,463,085",""
"","Stanley & Iris","Drama","","$5,820,015",""
"","Torrents of Spring","Drama","","$111,747",""
"February 16","Courage Mountain","","","$1,393,610",""
"","Madhouse","Comedy","","$20,438,179",""
"","Nightbreed","Horror","","$8,000,000",""
"","Revenge","Thriller/Suspense","","$15,535,771",""
"","The Witches","Horror","","$10,360,553",""
"February 23","The Blood of Heroes","Action","$7,700,000","$882,290",""
"","Mountains of the Moon","Adventure","","$4,011,793",""
"","Where the Heart Is","Comedy","","$1,106,475",""
"March 2","The Hunt for Red October","Thriller/Suspense","$30,000,000","$120,709,866",""
"March 9","Bad Influence","Drama","","$12,626,043",""
"","Body Chemistry","Thriller/Suspense","","$323,908",""
"","Coupe De Ville","Comedy","","$592,089",""
"","The Handmaid's Tale","Drama","","$4,960,385",""
"","House Party","Comedy","","$26,385,627",""
"","Joe Versus the Volcano","Comedy","","$39,381,963",""
"","The Last of the Finest","Action","","$1,395,694",""
"","Love at Large","Thriller/Suspense","","$1,214,295",""
"March 16","Blind Fury","Action","","$2,345,628",""
"","Blue Steel","Action","","$7,701,707",""
"","The Forbidden Dance","Drama","","$1,719,538",""
"","Lambada","Drama","","$4,248,622",""
"","Lord of the Flies","Adventure","","$13,812,230",""
"","Nuns on the Run","Comedy","","$10,959,015",""
"March 23","The Fourth War","Drama","","$1,232,285",""
"","Pretty Woman","Romantic Comedy","$14,000,000","$178,406,268",""
"","A Shock to the System","Comedy","","$3,417,056",""
"March 30","Opportunity Knocks","Comedy","","$11,359,129",""
"","Teenage Mutant Ninja Turtles","Adventure","$13,500,000","$135,265,915",""
"April 6","The Cook, The Thief, His Wife, and Her Lover","","","$7,407,995",""
"","Cry-Baby","Comedy","","$7,735,790",""
"","Ernest Goes to Jail","Comedy","","$25,029,569",""
"","The First Power","Horror","","$21,365,321",""
"","I Love You to Death","Comedy","","$15,600,149",""
"","Impulse","","","$2,531,528",""
