"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"January 13","Angel","Thriller/Suspense","","$17,488,564",""
"","Hot Dog… The Movie","Comedy","","$17,540,166",""
"January 20","The Buddy System","Drama","","$1,820,049",""
"","Scandalous","Comedy","","$526,805",""
"January 25","Entre Nous","","","$0",""
"January 27","Broadway Danny Rose","Comedy","","$10,600,497",""
"","The Lonely Guy","Comedy","","$4,800,000",""
"","Slayground","Action","","$108,128",""
"February 1","Scrubbers","","","$0",""
"","Strangers Kiss","","","$0",""
"February 3","Reckless","Drama","","$6,731,602",""
"","Weekend Pass","Comedy","","$21,058,033",""
"February 10","Unfaithfully Yours","Romantic Comedy","","$19,928,200",""
"February 17","Blame it on Rio","Comedy","","$18,600,000",""
"","Crackers","Action","","$58,689",""
"","Footloose","Musical","$8,200,000","$80,000,000",""
"","Lassiter","Thriller/Suspense","","$17,513,452",""
"March 2","Against All Odds","Drama","","$25,100,000",""
"","Harry & Son","Drama","","$4,900,000",""
"","Over the Brooklyn Bridge","Comedy","","$592,448",""
"","Repo Man","Comedy","$1,500,000","$2,300,000",""
"","Sahara","Adventure","","$1,025,015",""
"","This is Spinal Tap","Comedy","","$4,736,202",""
"March 9","Children of the Corn","Horror","","$14,600,000",""
"","The Hotel New Hampshire","Drama","$7,500,000","$5,142,858",""
"","Mike's Murder","Thriller/Suspense","","$1,100,000",""
"","Splash","Comedy","$8,000,000","$62,599,495",""
"March 16","The Ice Pirates","Comedy","$9,000,000","$13,075,390",""
"","Tank","Action","","$11,131,530",""
"March 23","Le bal","Musical","","$0",""
"","Police Academy","Comedy","$4,500,000","$81,198,894",""
"","Racing with the Moon","Drama","","$5,400,000",""
"March 30","Greystoke: The Legend of Tarzan, Lord of the Apes","Adventure","","$45,900,000",""
"","Misunderstood","Drama","","$1,500,000",""
"","Purple Hearts","Drama","","$952,478",""
"","Romancing the Stone","Adventure","","$75,078,260",""
"April 6","Hard To Hold","Drama","","$8,853,155",""
"","Moscow on the Hudson","Comedy","","$25,100,000",""
"","The Stone Boy","Drama","","$0",""
"","Up the Creek","Comedy","","$11,708,269",""
"","Where the Boys Are '84","Comedy","","$10,530,000",""
"April 13","Friday the 13th Part IV: The Final Chapter","Horror","$2,600,000","$32,980,880",""
"","Iceman","Drama","","$7,343,032",""
"","Kidco","","","$0",""
"","Phar Lap","","","$0",""
"","Privates on Parade","","","$0",""
"","Sugar Cane Alley","","","$0",""
"","Swing Shift","Drama","","$6,700,000",""
"April 20","Champions","Drama","","$200,000",""
"","Kipperbang","","","$0",""
"April 27","Love Letters","Thriller/Suspense","$550,000","$5,269,990",""
"","Young Lust","","","$0",""
"May 4","Alphabet City","Action","","$7,000,000",""
"","The Bounty","Drama","","$8,613,462",""
"","Breakin'","Musical","","$36,100,000",""
"","Hardbodies","Comedy","","$7,121,000",""
"","Sixteen Candles","Comedy","","$23,686,027",""
"May 11","Firestarter","Horror","$15,000,000","$15,136,870",""
"","Gabriela","","","$0",""
"","The Natural","Drama","","$47,951,979",""
"May 18","Finders Keepers","Comedy","","$1,500,000",""
"","Making the Grade","Comedy","","$4,561,000",""
"May 23","Indiana Jones and the Temple of Doom","Adventure","$28,000,000","$179,880,271",""
"June 1","Once Upon a Time in America","Drama","$30,000,000","$5,321,508",""
"","Star Trek III: The Search for Spock","Adventure","$18,000,000","$76,471,046",""
"","Streets of Fire","Action","","$5,600,000",""
"June 8","Beat Street","Drama","","$16,595,791",""
"","Ghostbusters","Comedy","$30,000,000","$242,212,467","Play"
"","Gremlins","Comedy","$11,000,000","$148,168,459",""
"June 13","Under the Volcano","Drama","","$2,428,653",""
"June 15","Careful, He Might Hear You","Drama","","$0",""
"June 16","Grand Canyon: The Hidden Secrets","Documentary","","$52,800,000",""
"June 22","The Karate Kid","Action","$8,000,000","$90,815,558",""
"","The Pope of Greenwich Village","Drama","","$6,139,896",""
"","Rhinestone","Comedy","","$21,400,000",""
"","Top Secret!","Comedy","","$21,100,000",""
"June 29","Another Country","Drama","","$0",""
"","Bachelor Party","Comedy","","$38,435,947",""
"","Cannonball Run II","Comedy","","$28,100,000",""
"","Conan the Destroyer","Action","$18,000,000","$26,400,000",""
"July 9","The Gods Must Be Crazy","Comedy","","$30,031,783",""
"July 13","The Last Starfighter","Comedy","","$22,200,789",""
"","The Muppets Take Manhattan","Comedy","","$25,534,703",""
"July 20","Best Defense","Comedy","","$19,265,302",""
"","The Bostonians","Drama","","$312,566",""
"","Electric Dreams","Comedy","","$1,932,663",""
