"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"January 1","Desert Winds","","","$0",""
"","For the Moment","","","$121,548",""
"","Golden Gate","","","$395,105",""
"","Kika","Black Comedy","","$2,093,000",""
"","Naked in New York","Romantic Comedy","","$1,038,959",""
"","The New Age","Drama","","$245,217",""
"","Trading Mom","","","$319,123",""
"","A Troll in Central Park","","","$71,368",""
"","An Unforgettable Summer","","","$65,352",""
"January 7","The Air Up There","Comedy","","$20,782,439",""
"","American Cyborg: Steel Warrior","Action","","$447,784",""
"","Cabin Boy","Comedy","","$3,469,493",""
"January 11","From Time to Time","","","$5,000",""
"January 12","House Party 3","Comedy","","$19,194,572",""
"January 14","Body Snatchers","Horror","","$428,868",""
"","Death Wish V: The Face of Death","Action","","$1,711,424",""
"","Iron Will","Drama","","$20,623,071",""
"","Where the Rivers Flow North","Drama","","$595,000",""
"January 21","Intersection","Drama","","$20,643,034",""
"","The November Men","","","$1,601",""
"January 26","Blink","Thriller/Suspense","","$16,668,552",""
"","Trois couleurs: Blanc","Drama","","$1,464,000",""
"January 28","Car 54, Where Are You?","Comedy","","$1,238,080",""
"","Red Rock West","","","$2,502,551",""
"February 1","Naked","Black Comedy","","$1,769,000",""
"February 4","Ace Ventura: Pet Detective","Comedy","$12,000,000","$72,217,396",""
"","Gunmen","","","$3,426,347",""
"","I'll Do Anything","Comedy","","$10,209,111",""
"","My Father the Hero","Comedy","","$25,479,558",""
"","Romeo Is Bleeding","Drama","$10,000,000","$3,275,585",""
"February 11","Blank Check","Comedy","","$30,573,770",""
"","The Getaway","Action","","$15,545,115",""
"","My Girl 2","Comedy","","$16,559,100",""
"February 18","Blue Chips","Drama","","$22,359,041",""
"","On Deadly Ground","Action","$50,000,000","$38,590,458",""
"","Reality Bites","Romantic Comedy","","$20,079,850",""
"February 25","8 Seconds","Drama","","$19,582,455",""
"","Sugar Hill","Drama","$10,000,000","$18,272,447",""
"March 2","Boy's Night Out","Comedy","","$0",""
"March 4","Angie","Comedy","","$9,252,349",""
"","The Chase","Adventure","","$7,836,488",""
"","Greedy","Comedy","","$13,137,484",""
"","Sirens","Comedy","","$7,770,731",""
"March 7","Above Suspicion","Thriller/Suspense","","$0",""
"March 9","Four Weddings and a Funeral","Romantic Comedy","$4,500,000","$52,700,832",""
"","The Ref","Comedy","","$11,325,885",""
"March 11","Guarding Tess","Drama","","$27,023,278",""
"","The Hudsucker Proxy","Comedy","$40,000,000","$2,816,518",""
"","Lightning Jack","Western","","$16,821,273",""
"March 18","Monkey Trouble","Comedy","","$16,344,520",""
"","Naked Gun 33 1/3: The Final Insult","Comedy","$30,000,000","$51,041,856",""
"","The Paper","Comedy","","$36,768,310",""
"March 23","Above the Rim","Drama","","$16,026,469",""
"March 25","D2: The Mighty Ducks","Comedy","","$45,604,206",""
"March 30","Cronos","","","$597,238",""
"","Jimmy Hollywood","Comedy","","$3,670,865",""
"","Major League II","Comedy","","$30,626,182",""
"","Thumbelina","Musical","","$11,373,501",""
"April 1","Bitter Moon","Drama","","$1,862,000",""
