"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 5","The Breed","Horror","","$0",NA,"2007"
"","Code Name: The Cleaner","Comedy","$20,000,000","$8,135,024",NA,"2007"
"","Comedy of Power","","","$80,550",NA,"2007"
"","Freedom Writers","Drama","$21,000,000","$36,605,602",NA,"2007"
"","Happily N'Ever After","Comedy","$47,000,000","$15,849,032",NA,"2007"
"","Thr3e","Thriller/Suspense","$2,400,000","$1,008,849",NA,"2007"
"January 11","Le Serpent","","","$0",NA,"2007"
"January 12","Alpha Dog","Drama","","$15,309,602",NA,"2007"
"","Fah talai jone","Action","","$75,234",NA,"2007"
"","God Grew Tired of Us: The Story of Lost Boys of Sudan","Documentary","","$301,447",NA,"2007"
"","Guru","Drama","","$2,096,000",NA,"2007"
"","Primeval","Adventure","","$10,597,734",NA,"2007"
"","Stomp the Yard","Drama","$14,000,000","$61,356,221",NA,"2007"
"","Verdict on Auschwitz: The Frankfurt Trial 1963-1965","Documentary","","$11,396",NA,"2007"
"January 16","Go, Diego, Go! - The Great Jaguar Rescue","","","$0",NA,"2007"
"","Purgatory House","Drama","","$0",NA,"2007"
"","Undisputed II - Last Man Standing","","","$0",NA,"2007"
"January 17","Alone with Her","Thriller/Suspense","$1,000,000","$10,787",NA,"2007"
"January 19","China Blue","Documentary","","$12,185",NA,"2007"
"","The Hitcher","Thriller/Suspense","","$16,379,582",NA,"2007"
"","Italianetz","Drama","","$552,546",NA,"2007"
"January 21","The Holy Mountain","Adventure","","$60,234",NA,"2007"
"","Sacco and Vanzetti","","","$32,203",NA,"2007"
"January 22","Four Sheets to the Wind","Drama","","$0",NA,"2007"
"January 23","The Invincible Iron Man","Action","","$0",NA,"2007"
"","John Pinette / I'm Starvin'","Concert/Performance","","$0",NA,"2007"
"January 25","Salaam-e-Ishq (A Tribute to Love)","Romantic Comedy","","$1,852,050",NA,"2007"
"January 26","Blood and Chocolate","Horror","$15,000,000","$3,526,588",NA,"2007"
"","Catch and Release","Romantic Comedy","","$15,432,542",NA,"2007"
"","Epic Movie","Comedy","$20,000,000","$39,739,367",NA,"2007"
"","Funny Money","Comedy","","$2,844",NA,"2007"
"","G.I. Jesus","","","$8,593",NA,"2007"
"","Il Ne Faut Jurer de Rien","","","$23,442",NA,"2007"
"","Seraphim Falls","Western","","$418,296",NA,"2007"
"","Smokin' Aces","Comedy","$17,000,000","$35,662,731",NA,"2007"
"January 30","Celtic Woman - A New Journey: Live at Slane Castle, Ireland","Concert/Performance","","$0",NA,"2007"
