"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Beauty and the Beast (IMAX)","Musical","","$25,487,028",NA,"2002"
"","Frank McKlusky C.I.","","","$0",NA,"2002"
"","Scavenger Hunt","","","$0",NA,"2002"
"","Wise Girls","","","$0",NA,"2002"
"January 4","Impostor","Thriller/Suspense","$40,000,000","$6,114,237",NA,"2002"
"January 11","Orange County","Comedy","$18,000,000","$41,059,716",NA,"2002"
"","What Time is it There?","","","$193,047",NA,"2002"
"January 16","The Farewell","","","$10,952",NA,"2002"
"January 18","Italian for Beginners","Comedy","","$4,447,186",NA,"2002"
"","Snow Dogs","Comedy","$32,000,000","$81,150,692",NA,"2002"
"","State Property","Action","","$2,099,719",NA,"2002"
"","Time of Favor","","","$137,340",NA,"2002"
"January 25","American Adobo","Drama","","$3,094,699",NA,"2002"
"","The Count of Monte Cristo","Drama","$40,000,000","$54,228,104",NA,"2002"
"","Hey Happy!","","","$2,241",NA,"2002"
"","Hometown Legend","Drama","","$96,429",NA,"2002"
"","Kung Pow: Enter the Fist","Comedy","$10,000,000","$16,033,556",NA,"2002"
"","Maelstrom","","","$33,410",NA,"2002"
"","Metropolis","Adventure","$15,000,000","$673,414",NA,"2002"
"","The Mothman Prophecies","Thriller/Suspense","$42,000,000","$35,228,696",NA,"2002"
"","Shiqi sui de dan che","Drama","","$157,279",NA,"2002"
"","The Son's Room","Drama","","$1,014,416",NA,"2002"
"","Storytelling","Drama","","$912,442",NA,"2002"
"","A Walk to Remember","Drama","$11,000,000","$41,227,069",NA,"2002"
"","Waydowntown (US Release)","","","$19,583",NA,"2002"
"February 1","Birthday Girl","Romantic Comedy","$13,000,000","$4,919,896",NA,"2002"
"","A Rumor of Angels","","","$38,247",NA,"2002"
"","The Singles Ward","Comedy","$500,000","$1,250,798",NA,"2002"
"","Slackers","Comedy","$11,000,000","$4,814,244",NA,"2002"
"","Taliesin Jones","","","$75,717",NA,"2002"
"February 7","The Human Body","Documentary","","$0",NA,"2002"
"February 8","Big Fat Liar","Comedy","$15,000,000","$47,811,275",NA,"2002"
"","Collateral Damage","Action","$85,000,000","$40,048,332",NA,"2002"
"","Rollerball","Action","$70,000,000","$18,990,542",NA,"2002"
"","Scotland, PA","","","$384,098",NA,"2002"
"","Shiri","","","$97,152",NA,"2002"
"February 15","Crossroads","Drama","$12,000,000","$37,188,667",NA,"2002"
"","Hart's War","Drama","$70,000,000","$19,076,815",NA,"2002"
"","John Q","Drama","$36,000,000","$71,026,631",NA,"2002"
"","The Last Man","","","$3,908",NA,"2002"
"","Last Orders","Drama","$12,000,000","$2,326,407",NA,"2002"
"","Peter Pan: Return to Neverland","Adventure","$20,000,000","$48,430,258",NA,"2002"
"","Scratch","","","$289,885",NA,"2002"
"","Super Troopers","Comedy","$1,200,000","$18,492,362",NA,"2002"
"February 19","Reign of Fire","Action","$60,000,000","$43,061,982",NA,"2002"
"February 22","Big Bad Love","Drama","","$104,294",NA,"2002"
"","The Cherry Orchard","Drama","","$131,188",NA,"2002"
"","Dragonfly","Drama","$60,000,000","$30,063,805",NA,"2002"
"","How to Kill Your Neighbor's Dog","","","$48,564",NA,"2002"
