"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Amazing Grace and Chuck","Drama","","$4,000,000",NA,"1987"
"","American Ninja 2: The Confrontation","Action","$350,000","$4,000,000",NA,"1987"
"","Beyond Therapy","Comedy","","$790,000",NA,"1987"
"","The Care Bears Adventure in Wonderland","Comedy","","$2,000,000",NA,"1987"
"","Cherry 2000","Action","","$14,000",NA,"1987"
"","Date With an Angel","","","$2,000,000",NA,"1987"
"","Deadline","","","$141,000",NA,"1987"
"","Deadly Illusion","","","$626,724",NA,"1987"
"","Down Twisted","","","$80,000",NA,"1987"
"","End of the Line","","","$42,000",NA,"1987"
"","Gaby, A True Story","","","$125,400",NA,"1987"
"","Giulia e Giulia","","","$901,000",NA,"1987"
"","The Glass Menagerie","","","$895,904",NA,"1987"
"","The Good Father","","","$421,201",NA,"1987"
"","Gothic","","","$916,172",NA,"1987"
"","Leonard Part 6","Comedy","","$4,000,000",NA,"1987"
"","The Lonely Passion of Judith Hearne","","","$523,000",NA,"1987"
"","Making Mr. Right","","","$1,584,970",NA,"1987"
"","Un homme amoureux","","","$949,451",NA,"1987"
"","Man on Fire","","","$519,596",NA,"1987"
"","Maurice","","$2,600,000","$3,130,592",NA,"1987"
"","Meatballs III","","","$2,147,228",NA,"1987"
"","Number One with a Bullet","","","$410,952",NA,"1987"
"","Pinocchio and the Emperor of the Night","","","$3,261,638",NA,"1987"
"","Prick Up Your Ears","","","$1,654,743",NA,"1987"
"","Return to Horror High","","","$1,190,000",NA,"1987"
"","The Right Hand Man","Drama","","$13,000",NA,"1987"
"","Siesta","","","$700,000",NA,"1987"
"","Street Smart","","","$1,119,112",NA,"1987"
"","Summer Heat","","","$350,481",NA,"1987"
"","Three for the Road","","","$1,539,000",NA,"1987"
"","The Time Guardian","","","$548,000",NA,"1987"
"","The Trouble with Spies","","","$205,507",NA,"1987"
"","Walk Like a Man","Comedy","","$460,608",NA,"1987"
"","Walker","","","$257,043",NA,"1987"
"","White Mischief","Drama","","$3,107,000",NA,"1987"
"","White Water Summer","","","$300,859",NA,"1987"
"","Zombie High","Black Comedy","","$16,000",NA,"1987"
"January 9","Assassination","Action","","$6,075,793",NA,"1987"
"January 16","The Bedroom Window","Thriller/Suspense","","$12,640,385",NA,"1987"
"","Critical Condition","Comedy","","$20,240,502",NA,"1987"
"","Wanted: Dead or Alive","Action","","$6,000,000",NA,"1987"
"January 23","Le Lieu de Crime","","","$164,187",NA,"1987"
"","The Stepfather","","","$2,488,740",NA,"1987"
"January 30","Allan Quatermain and the Lost City","Adventure","","$3,751,699",NA,"1987"
"","Outrageous Fortune","Comedy","","$52,864,741",NA,"1987"
"","Radio Days","Comedy","$16,000,000","$14,792,779",NA,"1987"
"February 6","Black Widow","Thriller/Suspense","","$25,205,460",NA,"1987"
"","From the Hip","Comedy","","$9,518,342",NA,"1987"
"","Light of Day","Drama","","$10,489,617",NA,"1987"
"February 13","84 Charing Cross Road","Drama","","$1,083,486",NA,"1987"
"","Mannequin","Comedy","","$38,018,000",NA,"1987"
"","Over the Top","Action","","$16,057,580",NA,"1987"
"February 20","Death Before Dishonor","Action","","$3,261,973",NA,"1987"
"","Morgan Stewart's Coming Home","Comedy","","$2,136,381",NA,"1987"
"","One Woman or Two","","","$179,000",NA,"1987"
"February 27","A Nightmare On Elm Street 3: Dream Warriors","Horror","$5,000,000","$44,793,222",NA,"1987"
"","Some Kind of Wonderful","Romantic Comedy","","$18,553,948",NA,"1987"
"March 1","Hollywood Shuffle","","$100,000","$5,228,617",NA,"1987"
"","Square Dance","","","$225,358",NA,"1987"
"March 6","Angel Heart","Horror","","$17,185,000",NA,"1987"
"","Hunk","Comedy","","$1,120,536",NA,"1987"
"","Lethal Weapon","Action","$15,000,000","$65,192,350",NA,"1987"
"","Tin Men","Comedy","","$25,411,386",NA,"1987"
"March 13","Evil Dead II","Horror","$3,500,000","$5,923,044",NA,"1987"
"","Heat","Action","","$34,493,095",NA,"1987"
"","Raising Arizona","Comedy","","$22,847,000",NA,"1987"
"March 20","Burglar","Comedy","","$16,337,355",NA,"1987"
"March 27","Blind Date","Comedy","","$39,321,000",NA,"1987"
"March 31","The Barbarians","","$4,000,000","$800,000",NA,"1987"
"April 1","Swimming to Cambodia","","","$1,092,000",NA,"1987"
"April 3","La ley del deseo","Comedy","","$0",NA,"1987"
"","Police Academy 4: Citizens on Patrol","Comedy","","$28,061,343",NA,"1987"
"April 10","The Secret of My Success","Comedy","","$66,995,000",NA,"1987"
"April 17","Project X","Comedy","","$18,532,286",NA,"1987"
"April 24","Extreme Prejudice","Action","","$11,307,844",NA,"1987"
"","My Demon Lover","","","$3,000,000",NA,"1987"
"May 1","The Allnighter","Comedy","","$2,700,000",NA,"1987"
"","Creepshow 2","Horror","$3,500,000","$14,000,000",NA,"1987"
