"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","American Ninja 3: Blood Hunt","Action","","$902,000",NA,"1989"
"","Babar: The Movie","Adventure","","$1,305,187",NA,"1989"
"","Communion","","","$1,919,000",NA,"1989"
"","Edge of Sanity","","","$102,219",NA,"1989"
"","The Experts","","","$169,203",NA,"1989"
"","Fast Food","","","$472,340",NA,"1989"
"","The Horror Show","","","$1,738,897",NA,"1989"
"","Rooftops","","","$2,043,889",NA,"1989"
"","Rosalie Goes Shopping","","","$574,080",NA,"1989"
"","Scenes from the Class Struggle in Beverly Hills","","","$2,156,471",NA,"1989"
"","Signs of Life","","","$96,000",NA,"1989"
"","Wired","","","$1,000,000",NA,"1989"
"January 13","Deepstar Six","Action","","$7,724,847",NA,"1989"
"","Gleaming the Cube","Action","","$2,454,590",NA,"1989"
"","January Man","Comedy","","$4,611,062",NA,"1989"
"January 27","No Retreat, No Surrender 2","Action","","$108,154",NA,"1989"
"","Parents","Black Comedy","","$870,532",NA,"1989"
"","Physical Evidence","Thriller/Suspense","","$12,000,000",NA,"1989"
"","Three Fugitives","Comedy","","$40,590,000",NA,"1989"
"February 3","Her Alibi","Comedy","","$17,195,050",NA,"1989"
"","Kinjite","Action","","$3,088,086",NA,"1989"
"","Who's Harry Crumb?","Comedy","","$10,982,364",NA,"1989"
"February 10","Cousins","Romantic Comedy","","$21,707,236",NA,"1989"
"","The Fly II","Horror","","$19,441,528",NA,"1989"
"","Tap","Drama","","$9,114,702",NA,"1989"
"February 16","The Mighty Quinn","Thriller/Suspense","","$3,992,420",NA,"1989"
"February 17","Bill & Ted's Excellent Adventure","Comedy","$10,000,000","$40,485,039",NA,"1989"
"","The `Burbs","Comedy","","$35,382,246",NA,"1989"
"","True Believer","Drama","","$8,742,000",NA,"1989"
"February 24","High Hopes","Comedy","","$1,192,322",NA,"1989"
"March 1","New York Stories","Drama","$15,000,000","$10,763,469",NA,"1989"
"March 3","Dream a Little Dream","Comedy","","$5,171,429",NA,"1989"
"","Farewell to the King","","","$2,361,132",NA,"1989"
"","Heart of Midnight","","","$113,000",NA,"1989"
"","Lean on Me","Drama","","$29,823,140",NA,"1989"
"","The Navigator: A Mediaeval Odyssey","","","$1,333,379",NA,"1989"
"","Out Cold","","","$294,266",NA,"1989"
"","Skin Deep","Comedy","","$19,000,000",NA,"1989"
"March 10","The Adventures of Baron Munchausen","Comedy","","$8,040,008",NA,"1989"
"","Chances Are","Romantic Comedy","","$15,939,663",NA,"1989"
"","Jacknife","","","$2,049,769",NA,"1989"
"","Police Academy 6: City Under Siege","Comedy","","$11,567,000",NA,"1989"
"March 17","Fletch Lives","Comedy","","$33,266,859",NA,"1989"
"","Leviathan","Horror","","$15,363,560",NA,"1989"
"","Slaves of New York","Drama","","$463,972",NA,"1989"
"March 22","976-Evil","Horror","","$2,955,917",NA,"1989"
"","Troop Beverly Hills","Comedy","$18,000,000","$7,190,505",NA,"1989"
"March 24","Dead Bang","Action","","$6,935,216",NA,"1989"
"March 31","Crusoe","","","$315,421",NA,"1989"
"","Heathers","","","$927,114",NA,"1989"
"","Sing","","","$2,260,616",NA,"1989"
"April 7","84C MoPic","Drama","","$154,264",NA,"1989"
"","Cyborg","Action","","$10,030,875",NA,"1989"
"","Dead Calm","Thriller/Suspense","","$7,032,915",NA,"1989"
"","The Dream Team","Comedy","","$26,793,650",NA,"1989"
"","Major League","Comedy","$11,000,000","$49,793,054",NA,"1989"
"April 14","Disorganized Crime","Comedy","","$7,210,149",NA,"1989"
