"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Brenda Starr","","","$67,878",NA,"1992"
"","Freddie as F.R.O.7","","","$1,000,000",NA,"1992"
"","Guncrazy","","","$114,000",NA,"1992"
"","Highway to Hell","","","$26,000",NA,"1992"
"","In the Soup","","","$256,000",NA,"1992"
"","Inside Monkey Zetterland","","","$121,000",NA,"1992"
"","Little Nemo: Adventures in Slumberland","","","$1,368,210",NA,"1992"
"","Love Field","","","$1,949,148",NA,"1992"
"","Mistress","Comedy","","$1,102,469",NA,"1992"
"","No Place to Hide","","","$135,000",NA,"1992"
"","The Opposite Sex and How to Live with Them","","","$690,000",NA,"1992"
"","Orlando","Drama","","$5,737,353",NA,"1992"
"","The Power of One","Drama","","$2,827,107",NA,"1992"
"","Rain Without Thunder","","","$5,000",NA,"1992"
"","Roadside Prophets","","","$147,724",NA,"1992"
"","Romper Stomper","","","$175,340",NA,"1992"
"","Ruby","","","$919,286",NA,"1992"
"","There Goes the Neighborhood","Comedy","","$11,000",NA,"1992"
"","This is My Life","","","$2,922,094",NA,"1992"
"","Turtle Beach","","","$778,535",NA,"1992"
"","Under Suspicion","","","$221,295",NA,"1992"
"","The Vagrant","","","$5,000",NA,"1992"
"","Year of the Comet","","","$2,791,515",NA,"1992"
"January 3","Daughters of the Dust","Drama","","$1,701,575",NA,"1992"
"January 10","The Hand That Rocks the Cradle","Thriller/Suspense","","$88,036,683",NA,"1992"
"","Kuffs","Action","","$19,618,135",NA,"1992"
"January 17","Freejack","Action","","$17,033,142",NA,"1992"
"","Juice","Drama","","$20,146,800",NA,"1992"
"January 24","Love Crimes","","","$2,320,217",NA,"1992"
"January 31","Hard Promises","Romantic Comedy","","$306,319",NA,"1992"
"","Shining Through","Thriller/Suspense","","$21,733,781",NA,"1992"
"February 1","Stop! Or My Mom Will Shoot","Comedy","","$28,411,000",NA,"1992"
"February 4","Hometown Story","","","$0",NA,"1992"
"February 5","Mississippi Masala","Drama","","$7,308,786",NA,"1992"
"February 7","Final Analysis","Thriller/Suspense","","$28,590,665",NA,"1992"
"","Medicine Man","Drama","$40,000,000","$44,948,240",NA,"1992"
"February 14","Wayne's World","Comedy","$20,000,000","$121,697,323",NA,"1992"
"February 21","Radio Flyer","Drama","$35,000,000","$4,651,977",NA,"1992"
"February 28","Gate II","","","$2,032,973",NA,"1992"
"","The Mambo Kings","Drama","","$6,698,607",NA,"1992"
"","Memoirs of an Invisible Man","Comedy","$40,000,000","$14,358,033",NA,"1992"
"March 1","Holiday Inn","Musical","","$0",NA,"1992"
