"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","For Better or Worse","Comedy","","$41,628",NA,"1996"
"","Pharaoh's Army","","","$50,652",NA,"1996"
"January 12","Bio-Dome","Comedy","","$13,294,762",NA,"1996"
"","Don't Be a Menace to South Central While Drinking Your Juice in the Hood","Comedy","","$19,674,813",NA,"1996"
"","Dunston Checks In","Comedy","","$9,419,316",NA,"1996"
"","Eye for an Eye","Drama","$20,000,000","$26,792,700",NA,"1996"
"","Gazon maudit","Comedy","","$888,044",NA,"1996"
"","Lawnmower Man 2: Beyond Cyberspace","Action","","$2,396,302",NA,"1996"
"","Two if by Sea","Romantic Comedy","","$10,493,670",NA,"1996"
"January 19","From Dusk Till Dawn","Horror","$20,000,000","$25,728,961",NA,"1996"
"January 26","Angels and Insects","Drama","","$3,390,811",NA,"1996"
"","Badkonake sefid","Drama","","$888,894",NA,"1996"
"","Bed of Roses","Drama","","$18,972,237",NA,"1996"
"","Big Bully","Comedy","","$2,042,530",NA,"1996"
"","The Journey of August King","","","$5,000",NA,"1996"
"","Once Upon a Time... When We Were Colored","Drama","","$2,291,255",NA,"1996"
"","Screamers","Action","","$5,701,359",NA,"1996"
"February 2","Black Sheep","Comedy","","$32,330,354",NA,"1996"
"","The Juror","Thriller/Suspense","$44,000,000","$22,730,924",NA,"1996"
"","White Squall","Adventure","$38,000,000","$10,229,300",NA,"1996"
"February 9","Antonia","Drama","","$4,047,426",NA,"1996"
"","Beautiful Girls","Comedy","","$10,523,880",NA,"1996"
"","Broken Arrow","Action","$65,000,000","$70,645,997",NA,"1996"
"","A Midwinter's Tale","Comedy","","$288,122",NA,"1996"
"","Pie in the Sky","","","$5,000",NA,"1996"
"","Shopping","","","$5,000",NA,"1996"
"February 14","Nueba Yol","Drama","","$1,229,715",NA,"1996"
"February 16","City Hall","Drama","$40,000,000","$20,278,055",NA,"1996"
"","Happy Gilmore","Comedy","$10,000,000","$38,623,460",NA,"1996"
"","Headless Body in Topless Bar","Black Comedy","","$0",NA,"1996"
"","Mr. Wrong","Romantic Comedy","","$12,805,071",NA,"1996"
"","Muppet Treasure Island","Adventure","","$34,327,391",NA,"1996"
"February 21","Bottle Rocket","Adventure","$5,000,000","$407,488",NA,"1996"
"February 22","Anne Frank Remembered","Documentary","","$606,713",NA,"1996"
"","The Young Poisoner's Handbook","Drama","","$330,466",NA,"1996"
"February 23","Asterix in America","","","$0",NA,"1996"
"","Before and After","Drama","","$8,642,118",NA,"1996"
"","Mary Reilly","Drama","$47,000,000","$5,707,094",NA,"1996"
"","Rumble in the Bronx","Action","$7,500,000","$32,281,907",NA,"1996"
"","Unforgettable","Thriller/Suspense","$18,000,000","$2,483,790",NA,"1996"
"March 1","Bloodsport 2","Action","","$684,351",NA,"1996"
"","Down Periscope","Comedy","","$25,723,977",NA,"1996"
"","The Neon Bible","","","$5,000",NA,"1996"
"","Up Close & Personal","Drama","$60,000,000","$51,045,801",NA,"1996"
