"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","The Bermuda Triangle","","","$22,200,000",NA,"1979"
"","Chapter Two","Comedy","","$30,000,000",NA,"1979"
"","The Concorde: Airport '79","","","$13,000,000",NA,"1979"
"","The Deer Hunter","Drama","$15,000,000","$50,000,000",NA,"1979"
"","Dracula","Horror","","$21,000,000",NA,"1979"
"","A Force of One","Action","","$20,200,000",NA,"1979"
"","Going in Style","","","$29,900,000",NA,"1979"
"","Hanover Street","Drama","","$3,000,000",NA,"1979"
"","Love at First Bite","","","$43,900,000",NA,"1979"
"","Time After Time","","","$13,000,000",NA,"1979"
"February 1","The Glacier Fox","Documentary","","$3,500,000",NA,"1979"
"February 2","The First Great Train Robbery","Action","$6,000,000","$391,942",NA,"1979"
"February 9","Agatha","Drama","","$7,500,000",NA,"1979"
"","Quintet","","","$0",NA,"1979"
"","The Warriors","Action","","$22,490,000",NA,"1979"
"March 1","Dirt","Documentary","","$9,200,000",NA,"1979"
"March 2","Norma Rae","Drama","","$22,228,000",NA,"1979"
"","Real Life","Comedy","","$0",NA,"1979"
"March 9","The Passage","Drama","","$70,461",NA,"1979"
"March 14","Voices","Drama","","$27,445",NA,"1979"
"March 16","The China Syndrome","Thriller/Suspense","","$35,708,042",NA,"1979"
"March 24","Hair","","","$13,100,000",NA,"1979"
"March 30","Buck Rogers in the 25th Century","Adventure","","$0",NA,"1979"
"","La cage aux folles","Comedy","","$18,709",NA,"1979"
"April 4","The Champ","Drama","","$30,441,738",NA,"1979"
"April 6","A Perfect Couple","","","$0",NA,"1979"
"April 20","Dawn of the Dead","Horror","$1,500,000","$5,100,000",NA,"1979"
"April 25","Manhattan","Comedy","","$39,946,780",NA,"1979"
"April 27","An Almost Perfect Affair","Romantic Comedy","","$0",NA,"1979"
"","Dreamer","","","$0",NA,"1979"
"","A Little Romance","Romantic Comedy","","$0",NA,"1979"
"May 1","Hot Stuff","","","$0",NA,"1979"
"May 2","Last Embrace","Thriller/Suspense","","$381,119",NA,"1979"
"May 18","Winter Kills","","","$0",NA,"1979"
"May 25","Alien","Horror","$9,000,000","$80,930,630",NA,"1979"
"","The Prisoner of Zenda","Comedy","$12,500,000","$7,000,000",NA,"1979"
"May 31","The Brood","Horror","","$0",NA,"1979"
"June 1","Phantasm","Horror","","$0",NA,"1979"
"","Wanda Nevada","Adventure","","$0",NA,"1979"
"June 8","Players","","","$0",NA,"1979"
"June 15","Butch and Sundance: The Early Days","Western","","$0",NA,"1979"
"","Goldengirl","","","$0",NA,"1979"
"","The In-Laws","","","$38,200,000",NA,"1979"
"","Prophecy","","$12,000,000","$22,673,340",NA,"1979"
"","Rocky 2","Action","","$85,182,160",NA,"1979"
"June 22","Escape from Alcatraz","Drama","$8,000,000","$43,000,000",NA,"1979"
"","Lost and Found","Comedy","","$1,022,374",NA,"1979"
"","The Main Event","","","$37,198,813",NA,"1979"
